,Date,Action,Size,Asset,executed_price,status,value
85,2024-03-13 18:01:00,SELL,-16.144184476990088,ETH,3984.79,Complete,-64331.18486206533
86,2024-03-13 18:01:00,BUY,134.062169641043,LTC,96.15,Complete,12890.077610986285
87,2024-03-13 18:01:00,SELL,-11.765644664519115,SOL,159.45,Complete,-1876.0320417575729
88,2024-03-14 16:20:00,BUY,1.0,BTC,70478.73,Complete,70478.73
89,2024-03-14 16:20:00,SELL,-15.411980937729526,ETH,3852.08,Complete,-59368.18353060915
90,2024-03-14 16:20:00,BUY,230.00573900151633,LTC,93.67,Complete,21544.637572272037
91,2024-03-14 16:20:00,SELL,-78.38913239109357,SOL,167.57,Complete,-13135.66691477555
92,2024-03-14 18:01:00,SELL,-1.0,BTC,70922.22,Complete,-70922.22
93,2024-03-14 18:01:00,BUY,15.411980937729526,ETH,3868.69,Complete,59624.17653398484
94,2024-03-14 18:01:00,SELL,-230.00573900151633,LTC,94.23,Complete,-21673.440786112886
95,2024-03-14 18:01:00,BUY,78.38913239109357,SOL,166.25,Complete,13032.193260019305
96,2024-03-15 04:46:00,BUY,1.0,BTC,67291.51,Complete,67291.51
97,2024-03-15 04:46:00,SELL,-22.057776981421906,ETH,3677.57,Complete,-81119.01889356776
98,2024-03-15 04:46:00,BUY,170.89881581143615,LTC,87.72,Complete,14991.244122979178
99,2024-03-15 04:46:00,SELL,-26.323001949358584,SOL,173.47999999999996,Complete,-4566.5143781747265
100,2024-03-15 09:39:00,SELL,-1.0,BTC,67506.28,Complete,-67506.28
101,2024-03-15 09:39:00,BUY,22.057776981421906,ETH,3687.8099999999995,Complete,81344.89052985751
102,2024-03-15 09:39:00,SELL,-170.89881581143615,LTC,87.24,Complete,-14909.212691389688
103,2024-03-15 09:39:00,BUY,26.323001949358584,SOL,172.01,Complete,4527.81956530917
104,2024-03-17 07:03:00,SELL,-1.0,BTC,65189.39,Complete,-65189.39
105,2024-03-17 07:03:00,BUY,18.530916682161433,ETH,3454.69,Complete,64018.57255269628
106,2024-03-17 07:03:00,SELL,-54.717637810624936,LTC,82.95,Complete,-4538.828056391339
107,2024-03-17 07:03:00,SELL,-0.24046271491098992,SOL,183.54,Complete,-44.13452669476309
108,2024-03-17 18:01:00,BUY,1.0,BTC,68430.28,Complete,68430.28
109,2024-03-17 18:01:00,SELL,-18.530916682161433,ETH,3636.24,Complete,-67382.86047634268
110,2024-03-17 18:01:00,BUY,54.717637810624936,LTC,86.5,Complete,4733.075670619057
111,2024-03-17 18:01:00,BUY,0.24046271491098992,SOL,195.93,Complete,47.11385973251026
112,2024-03-19 03:16:00,BUY,1.0,BTC,65513.61,Complete,65513.61
113,2024-03-19 03:16:00,SELL,-5.970238388875455,ETH,3408.59,Complete,-20350.094869936987
114,2024-03-19 03:16:00,SELL,-114.33383690327157,LTC,83.43000000000002,Complete,-9538.87201283995
115,2024-03-19 03:16:00,SELL,-24.578010905094956,SOL,183.65,Complete,-4513.751702720689
116,2024-03-19 18:01:00,SELL,-1.0,BTC,64816.9,Complete,-64816.9
117,2024-03-19 18:01:00,BUY,5.970238388875455,ETH,3309.43,Complete,19758.086031296094
118,2024-03-19 18:01:00,BUY,114.33383690327157,LTC,81.57,Complete,9326.211076199861
119,2024-03-19 18:01:00,BUY,24.578010905094956,SOL,182.88,Complete,4494.826634323766
120,2024-03-20 13:20:00,BUY,1.0,BTC,63512.17,Complete,63512.17
121,2024-03-20 13:20:00,SELL,-12.846725608699666,ETH,3344.95,Complete,-42971.65482481995
122,2024-03-20 13:20:00,SELL,-189.726911366494,LTC,81.61,Complete,-15483.613236619574
123,2024-03-20 13:20:00,BUY,18.35986525980576,SOL,172.76,Complete,3171.8503222840427
124,2024-03-20 18:01:00,SELL,-1.0,BTC,64442.64,Complete,-64442.64
125,2024-03-20 18:01:00,BUY,12.846725608699666,ETH,3315.93,Complete,42598.84284765548
126,2024-03-20 18:01:00,BUY,189.726911366494,LTC,81.34,Complete,15432.386970550622
127,2024-03-20 18:01:00,SELL,-18.35986525980576,SOL,173.5,Complete,-3185.436622576299
128,2024-03-22 13:59:00,BUY,1.0,BTC,62867.28,Complete,62867.28
129,2024-03-22 13:59:00,SELL,-6.277229651316161,ETH,3331.9,Complete,-20915.10147522032
130,2024-03-22 13:59:00,BUY,35.06458385404592,LTC,81.41,Complete,2854.607771557878
131,2024-03-22 13:59:00,SELL,-114.96777307866407,SOL,169.10000000000002,Complete,-19441.050427602095
132,2024-03-22 18:01:00,SELL,-1.0,BTC,63559.73,Complete,-63559.73
133,2024-03-22 18:01:00,BUY,6.277229651316161,ETH,3334.69,Complete,20932.61494594749
134,2024-03-22 18:01:00,SELL,-35.06458385404592,LTC,83.01,Complete,-2910.711105724352
135,2024-03-22 18:01:00,BUY,114.96777307866407,SOL,171.94,Complete,19767.5589031455
136,2024-03-23 16:53:00,SELL,-1.0,BTC,65616.6,Complete,-65616.6
137,2024-03-23 16:53:00,BUY,8.179913481700613,ETH,3418.17,Complete,27960.334865744582
138,2024-03-23 16:53:00,BUY,50.58101378113892,LTC,86.57000000000001,Complete,4378.798363033196
139,2024-03-23 16:53:00,BUY,129.6371576834589,SOL,175.54,Complete,22756.506659754374
140,2024-03-23 18:01:00,BUY,1.0,BTC,65623.41,Complete,65623.41
141,2024-03-23 18:01:00,SELL,-8.179913481700613,ETH,3402.57,Complete,-27832.728215430056
142,2024-03-23 18:01:00,SELL,-50.58101378113892,LTC,86.66,Complete,-4383.350654273499
143,2024-03-23 18:01:00,SELL,-129.6371576834589,SOL,175.91,Complete,-22804.472408097256
144,2024-03-24 16:47:00,SELL,-1.0,BTC,65553.53,Complete,-65553.53
145,2024-03-24 16:47:00,BUY,17.854928355612167,ETH,3383.23,Complete,60407.32926055775
146,2024-03-24 16:47:00,SELL,-15.534981692988957,LTC,90.13,Complete,-1400.1678999890946
147,2024-03-24 16:47:00,BUY,0.5716549797952144,SOL,175.21,Complete,100.15966900991953
148,2024-03-24 18:01:00,BUY,1.0,BTC,65357.73,Complete,65357.73
149,2024-03-24 18:01:00,SELL,-17.854928355612167,ETH,3368.82,Complete,-60150.039742953384
150,2024-03-24 18:01:00,BUY,15.534981692988957,LTC,89.42,Complete,1389.1380629870725
151,2024-03-24 18:01:00,SELL,-0.5716549797952144,SOL,174.2,Complete,-99.58229748032635
152,2024-03-25 10:14:00,BUY,1.0,BTC,67241.69,Complete,67241.69
153,2024-03-25 10:14:00,SELL,-13.866759450734513,ETH,3471.09,Complete,-48132.77006185006
154,2024-03-25 10:14:00,SELL,-118.43593654314954,LTC,90.33999999999999,Complete,-10699.502507308129
155,2024-03-25 10:14:00,SELL,-67.64590422472122,SOL,190.39,Complete,-12879.103705344673
156,2024-03-25 18:01:00,SELL,-1.0,BTC,70637.84,Complete,-70637.84
157,2024-03-25 18:01:00,BUY,13.866759450734513,ETH,3641.09,Complete,50490.11916847493
158,2024-03-25 18:01:00,BUY,118.43593654314954,LTC,91.04,Complete,10782.407662888334
159,2024-03-25 18:01:00,BUY,67.64590422472122,SOL,193.09,Complete,13061.74764675142
160,2024-03-27 13:25:00,SELL,-1.0,BTC,71369.09,Complete,-71369.09
161,2024-03-27 13:25:00,BUY,12.167218224043678,ETH,3645.75,Complete,44358.63584030724
162,2024-03-27 13:25:00,SELL,-16.87152037027371,LTC,96.78,Complete,-1632.8257414350896
163,2024-03-27 13:25:00,BUY,4.4377850504998975,SOL,189.43,Complete,840.6496221161956
164,2024-03-27 18:01:00,BUY,1.0,BTC,68715.33,Complete,68715.33
165,2024-03-27 18:01:00,SELL,-12.167218224043678,ETH,3499.69,Complete,-42581.49194650342
166,2024-03-27 18:01:00,BUY,16.87152037027371,LTC,94.39,Complete,1592.5028077501356
167,2024-03-27 18:01:00,SELL,-4.4377850504998975,SOL,183.39,Complete,-813.8454004111761
168,2024-03-28 11:10:00,SELL,-1.0,BTC,70842.35,Complete,-70842.35
169,2024-03-28 11:10:00,BUY,12.983331566517224,ETH,3585.72,Complete,46554.59166469214
170,2024-03-28 11:10:00,BUY,2.02763112658452,LTC,95.31,Complete,193.2535226747706
171,2024-03-28 11:10:00,BUY,25.70222783837005,SOL,186.12,Complete,4783.698645277434
172,2024-03-28 18:01:00,BUY,1.0,BTC,70807.15,Complete,70807.15
173,2024-03-28 18:01:00,SELL,-12.983331566517224,ETH,3552.95,Complete,-46129.12788925737
174,2024-03-28 18:01:00,SELL,-2.02763112658452,LTC,95.3,Complete,-193.23324636350478
175,2024-03-28 18:01:00,SELL,-25.70222783837005,SOL,185.35,Complete,-4763.907929841888
176,2024-03-29 10:49:00,SELL,-1.0,BTC,69942.02,Complete,-69942.02
177,2024-03-29 10:49:00,BUY,15.167907849486546,ETH,3537.51,Complete,53656.62569663716
178,2024-03-29 10:49:00,SELL,-210.0853652203037,LTC,100.66,Complete,-21147.19286307577
179,2024-03-29 10:49:00,BUY,27.91181035459752,SOL,184.88,Complete,5160.335498357989
180,2024-03-29 18:01:00,BUY,1.0,BTC,69463.94,Complete,69463.94
181,2024-03-29 18:01:00,SELL,-15.167907849486546,ETH,3487.13,Complete,-52892.466499180024
182,2024-03-29 18:01:00,BUY,210.0853652203037,LTC,105.99,Complete,22266.947859699987
183,2024-03-29 18:01:00,SELL,-27.91181035459752,SOL,186.08,Complete,-5193.829670783507
